BK;WE;Objekt-Nr;BK/WE/ON;Objekt-Bezeichnung;Gebäudeart;Land;PLZ;Ort;Straße;Bahnhof;Region/Standort;Elektrotechniker
8300;1140201;15521;8300/1140201/15521;Auskocherei Linz Signalstrltg - Linz;Betriebsgebäude;AT;4020;Linz;Wienerstraße 2a;;IMM Oberösterreich (Linz);Gross Markus
8300;1140201;15523;8300/1140201/15523;Lehrwerkstätte Linz Hbf - Linz Hbf;Werkstatt-Gebäude;AT;4020;Linz;Unionstraße 30;;IMM Oberösterreich (Linz);Gross Markus
8300;1133001;15527;8300/1133001/15527;Werkstätte Signalmeister - Amstetten;Büro/Verwaltungsgebäude;AT;3300;Amstetten;Graben 54;;IMM NÖ-West (St. Pölten);Moser Johann
8300;1110901;15530;8300/1110901/15530;Werkstätte Bf - Wien FJB;Werkstatt-Gebäude;AT;1090;Wien;Althanstraße 12-14;;IMM Wien (Wien);
8300;1110901;15531;8300/1110901/15531;Bahnmeister+Verschubgebäude - Wien FJB;Betriebsgebäude;AT;1090;Wien;Althanstraße 12-14;;IMM Wien (Wien);
8300;1134621;15532;8300/1134621/15532;Werkstätte ehem BM - Absdorf;Werkstatt-Gebäude;AT;3462;Absdorf/Hippersdorf;;;IMM NÖ-West (St. Pölten);Geiger Andreas
8300;1112101;15533;8300/1112101/15533;Objekt 50 + 81, ZMRW Masc - Wien Floridsdorf;Betriebsgebäude;AT;1210;Wien;Ruthnergasse 2A;;IMM Wien (Wien);
8300;1121301;15534;8300/1121301/15534;Werkstättengebäude ESF - Mistelbach;Werkstatt-Gebäude;AT;2130;Mistelbach;Bahnstraße 30;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1160101;15540;8300/1160101/15540;Rüstlager HAZ - Innsbruck;Magazingebäude;AT;6020;Innsbruck;Amraserstraße 24c;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1230431;15542;8300/1230431/15542;Magazine BM - Kirchdorf/Krems;Magazingebäude;AT;4560;Kirchdorf/Krems;;;IMM Oberösterreich (Linz);Burgholzer Franz
8300;1280672;15546;8300/1280672/15546;Holzlager BM - Gummern;Magazingebäude;AT;9722;Gummern;Gersheim Straße 15;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1198001;15547;8300/1198001/15547;Gütermagazin - Spittal/Drau;Cargo-Terminal;AT;9800;Spittal/Drau;Südtirolerplatz 4;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1110901;15549;8300/1110901/15549;Lagerkeller - Wien FJB;Cargo-Terminal;AT;1090;Wien;Althanstraße 12-14;;IMM Wien (Wien);
8300;1110901;15550;8300/1110901/15550;Lagerhalle Objekt 15550 - Wien FJB;Cargo-Terminal;AT;1090;Wien;Althanstraße 12-14;;IMM Wien (Wien);
8300;1110901;15551;8300/1110901/15551;Lagerhalle Objekt 15551 - Wien FJB;Cargo-Terminal;AT;1090;Wien;Althanstraße 12-14;;IMM Wien (Wien);
8300;1112101;15552;8300/1112101/15552;Unterwerksgebäude FLM - Wien Floridsdorf;Magazingebäude;AT;1210;Wien;;;IMM Wien (Wien);
8300;1230611;15558;8300/1230611/15558;Rottenunterkunft - Tauplitz;Rotten/Verschubunterkünfte;AT;8982;Tauplitz;Klachau 29;;IMM Salzburg (Salzburg);Hess Rudolf
8300;1133001;15565;8300/1133001/15565;Gasstation Zgf - Amstetten;Technikgebäude;AT;3300;Amstetten;;;IMM NÖ-West (St. Pölten);Moser Johann
8300;1110901;15574;8300/1110901/15574;Waag/Zollhaus - Wien FJB;Technikgebäude;AT;1090;Wien;;;IMM Wien (Wien);
8300;1216111;15578;8300/1216111/15578;Waaghütte - Guntramsdorf Kaiserau;Technikgebäude;AT;2353;Guntramsdorf Kaiserau;;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1156201;15586;8300/1156201/15586;Rottenunterkunft - Schwarzach/St. Veit;Rotten/Verschubunterkünfte;AT;5620;Schwarzach/St. Veit;;;IMM Salzburg (Salzburg);Hess Rudolf
8300;1230431;15588;8300/1230431/15588;Schaustellwerk - Windischgarsten;Stellwerksgebäude;AT;4580;Windischgarsten;;;IMM Oberösterreich (Linz);Burgholzer Franz
8300;1255211;15590;8300/1255211/15590;Rottenunterkunft Obj 15590 - Reutte;Rotten/Verschubunterkünfte;AT;6600;Reutte;;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1110901;15597;8300/1110901/15597;Gleishalle Postverladung - Wien FJB;Garagen und Hallen;AT;1090;Wien;Höhe Althnastr. 10-12;;IMM Wien (Wien);
8300;1133401;15600;8300/1133401/15600;Draisinschuppen Bauhof - Waidhofen/Y;Garagen und Hallen;AT;3340;Waidhofen/Ybbs;;;IMM NÖ-West (St. Pölten);Moser Johann
8300;1260115;15602;8300/1260115/15602;Gütermagazin - Hopfgarten;Cargo-Terminal;AT;6361;Hopfgarten;Markt 124;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1240141;15607;8300/1240141/15607;Tischlerei Natur+Form - Timelkam;Werkstatt-Gebäude;AT;4850;Timelkam;Leidern 21;;IMM Oberösterreich (Linz);Schnaitter Anton
8300;1281322;15615;8300/1281322/15615;Draisingarage BM - Friesach;Garagen und Hallen;AT;9360;Friesach;;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1271411;15616;8300/1271411/15616;Draisingarage - Feldbach;Garagen und Hallen;AT;8330;Feldbach;;;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1142401;15618;8300/1142401/15618;Kleinwagenschuppen Bahnmeister - Freistadt;Garagen und Hallen;AT;4240;Freistadt;Trölsberg 27;;IMM Oberösterreich (Linz);Schnaitter Anton
8300;1187202;15620;8300/1187202/15620;Holzlager OBW - Zeltweg;Magazingebäude;AT;8740;Zeltweg;;;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1240161;15624;8300/1240161/15624;Wächterhaus 55 - St. Johann/Pongau;Wächterhaus;AT;5600;St.Johann/Pongau;Industriestraße 34;;IMM Salzburg (Salzburg);Hess Rudolf
8300;1281341;15626;8300/1281341/15626;Haltestellengebäude r.d.B - Lind Rosegg;Haltestellengebäude;AT;9220;Lind Rosegg;Dueller Straße 33;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1281341;15629;8300/1281341/15629;Draisingarage - Velden;Garagen und Hallen;AT;9220;Velden am Wörthersee;;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1220551;15631;8300/1220551/15631;Wächterhaus 173 - Wolfsbergkogel;Wächterhaus;AT;2680;Semmering;Am Wolfsbergkogel 15;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1140201;15632;8300/1140201/15632;Direktionsgebäude - Linz;Büro/Verwaltungsgebäude;AT;4020;Linz;Bahnhofstraße 3;;IMM Oberösterreich (Linz);Gross Markus
8300;1165001;15633;8300/1165001/15633;Betriebsgebäude TR - Landeck;Betriebsgebäude;AT;6500;Landeck;Bahnhofstaße 10;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1133001;15635;8300/1133001/15635;Bauhofgebäude - Amstetten;Betriebsgebäude;AT;3300;Amstetten;;;IMM NÖ-West (St. Pölten);Moser Johann
8300;1169221;15636;8300/1169221/15636;Bahnmeistergebäude - Wolfurt;Betriebsgebäude;AT;6960;Wolfurt;Senderstraße 8;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1139001;15640;8300/1139001/15640;Werkstätten Bauhof - Schwarzenau;Werkstatt-Gebäude;AT;3900;Schwarzenau;;;IMM NÖ-West (St. Pölten);Maierhofer Paul
8300;1139001;15641;8300/1139001/15641;Bauhofgebäude - Schwarzenau;Betriebsgebäude;AT;3900;Schwarzenau;Wiesengasse 3;;IMM NÖ-West (St. Pölten);Maierhofer Paul
8300;1187951;15643;8300/1187951/15643;KWD Garage Sozialgebäude - Radmer;Garagen und Hallen;AT;8795;Radmer;;;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1112201;15645;8300/1112201/15645;BM Kanzlei - Wien Stadlau;Betriebsgebäude;AT;1220;Wien;;;IMM Wien (Wien);
8300;1111101;15646;8300/1111101/15646;Betriebsgebäude 1 - Wien Kledering ZVB;Betriebsgebäude;AT;1110;Wien;;;IMM Wien (Wien);
8300;1182401;15648;8300/1182401/15648;BM Dienstgebäude - Friedberg;Büro/Verwaltungsgebäude;AT;8240;Friedberg;Bahnhofstraße 50;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1143001;15649;8300/1143001/15649;Haltestellengebäude r.d.B - Ennsdorf;Haltestellengebäude;AT;4482;Ennsdorf;;;IMM NÖ-West (St. Pölten);Moser Johann
8300;1220131;15652;8300/1220131/15652;Haltestellengebäude - Hofstatt;Haltestellengebäude;AT;3034;Hofstatt;;;IMM NÖ-West (St. Pölten);Fritz Martin
8300;1210211;15659;8300/1210211/15659;Haltestellengebäude r.d.B - Sonntagberg;Haltestellengebäude;AT;3333;Sonntagberg;Siedlungstraße 24;;IMM NÖ-West (St. Pölten);Moser Johann
8300;1144001;15660;8300/1144001/15660;Haltestellengebäude - Steyr Münichholz;Haltestellengebäude;AT;4400;Steyr;;;IMM Oberösterreich (Linz);Burgholzer Franz
8300;1280521;15662;8300/1280521/15662;Wartehütte r.d.B - Klein Stübing;Haltestellengebäude;AT;8114;Klein Stübing;;;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1124851;15665;8300/1124851/15665;Haltestellengebäude - Weigelsdorf;Haltestellengebäude;AT;2484;Weigelsdorf;Bahnstrasse 1;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1124851;15666;8300/1124851/15666;Aufnahmegebäude - Wampersdorf;Aufnahmegebäude;AT;2485;Wampersdorf;Am Bahnhof 2;Wampersdorf;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1230712;15668;8300/1230712/15668;Haltestellengebäude - Neuratting;Haltestellengebäude;AT;4942;Wippenham;;;IMM Oberösterreich (Linz);Niederer Bruno
8300;1134301;15669;8300/1134301/15669;BM + SI Gebäude - Tulln;Betriebsgebäude;AT;3430;Tulln;Bahnhofstraße 69/1;;IMM NÖ-West (St. Pölten);Geiger Andreas
8300;1210941;15671;8300/1210941/15671;Aufnahmegebäude - Ziersdorf;Aufnahmegebäude;AT;3710;Ziersdorf;Bahnhofgasse 11;Ziersdorf;IMM NÖ-West (St. Pölten);Maierhofer Paul
8300;1210941;15672;8300/1210941/15672;Haltestellengebäude - Ravelsbach;Haltestellengebäude;AT;3720;Ravelsbach;Gaindorf L48;;IMM NÖ-West (St. Pölten);Maierhofer Paul
8300;1124341;15688;8300/1124341/15688;Aufnahmegebäude - Mannersdorf;Aufnahmegebäude;AT;2452;Mannersdorf;Wiener Straße 5;Götzendorf;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1169001;15689;8300/1169001/15689;Aufnahmegebäude - Bregenz;Aufnahmegebäude;AT;6900;Bregenz;Fritz-Mayer-Platz 1;Bregenz;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1140201;15692;8300/1140201/15692;Zentralstellwerk - Linz Hbf;Stellwerksgebäude;AT;4020;Linz;Wienerstraße 2c;;IMM Oberösterreich (Linz);Gross Markus
8300;1111901;15696;8300/1111901/15696;Zentralstellwerk - Wien Heiligenstadt;Stellwerksgebäude;AT;1190;Wien;;;IMM Wien (Wien);
8300;1187001;15697;8300/1187001/15697;Stellwerk 1 - Leoben Göss;Stellwerksgebäude;AT;8700;Leoben Göss;Kärntner Straße 324;;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1221431;15699;8300/1221431/15699;Zentralstellwerk - Deutsch Wagram;Stellwerksgebäude;AT;2232;Deutsch Wagram;Am Bahnhof 78;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1111101;15701;8300/1111101/15701;Zentralstellwerk 1 - Wien Kledering ZVB;Stellwerksgebäude;AT;1110;Wien;;;IMM Wien (Wien);
8300;1111701;15704;8300/1111701/15704;Zentralstellwerk - Wien Hernals;Stellwerksgebäude;AT;1170;Wien Hernals;;;IMM Wien (Wien);
8300;1169221;15709;8300/1169221/15709;FLM Gebäude - Wolfurt;Betriebsgebäude;AT;6960;Wolfurt;Senderstraße 8;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1143001;15711;8300/1143001/15711;Bahnmeistergebäude - St. Valentin;Betriebsgebäude;AT;4300;St.Valentin;Kohlenplatzstraße 1;;IMM NÖ-West (St. Pölten);Moser Johann
8300;1163001;15714;8300/1163001/15714;KBL Werkstätte - Wörgl;Werkstatt-Gebäude;AT;6300;Wörgl;Ferndinand Raimundstraße 13;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1250161;15716;8300/1250161/15716;BM Schmiede - Dalaas;Werkstatt-Gebäude;AT;6752;Dalaas;;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1112001;15720;8300/1112001/15720;KBL Wasch/Prüfhalle;Werkstatt-Gebäude;AT;1200;Wien;Nordwestbahnstraße 16;;IMM Wien (Wien);
8300;1235811;15721;8300/1235811/15721;BM Werkstättengebäude - Rochbach Berg;Werkstatt-Gebäude;AT;4150;Rohrbach;;;IMM Oberösterreich (Linz);Moedritscher Annemarie
8300;1130021;15722;8300/1130021/15722;Magazin Bahnmeister - Unter Purkersdorf;Magazingebäude;AT;3002;Unter Purkersdorf;Wintergasse 46;;IMM NÖ-West (St. Pölten);Fritz Martin
8300;1155001;15723;8300/1155001/15723;Gerätemagazin HAZ - Bischofshofen;Magazingebäude;AT;5500;Bischofshofen;;;IMM Salzburg (Salzburg);Hess Rudolf
8300;1182401;15728;8300/1182401/15728;Lagergebäude Bahnmeister - Friedberg;Magazingebäude;AT;8240;Friedberg;;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1260115;15730;8300/1260115/15730;Rottenunterkunft - Leidegg;Rotten/Verschubunterkünfte;AT;6363;Westendorf;;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1280521;15734;8300/1280521/15734;Rottenunterkunft Bärnschutzklamm - Mixnitz;Rotten/Verschubunterkünfte;AT;8132;Mixnitz;;;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1112101;15738;8300/1112101/15738;Kohlenarbeiter Unterkunft - Wien Floridsdorf;Rotten/Verschubunterkünfte;AT;1210;Wien;;;IMM Wien (Wien);
8300;1111701;15739;8300/1111701/15739;Rottenunterkunft - Wien Hernals;Rotten/Verschubunterkünfte;AT;1170;Wien Hernals;;;IMM Wien (Wien);
8300;1146001;15742;8300/1146001/15742;Tankstellengebäude - Wels Kbst;Technikgebäude;AT;4600;Wels;;;IMM Oberösterreich (Linz);Niederer Bruno
8300;1154001;15744;8300/1154001/15744;Waaghütte - Hallein;Technikgebäude;AT;5400;Hallein;;;IMM Salzburg (Salzburg);Hess Rudolf
8300;1250161;15745;8300/1250161/15745;Lehnenposten 85 - Dalaas;Rotten/Verschubunterkünfte;AT;6752;Dalaas;;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1133001;15746;8300/1133001/15746;Nebengebude Bauhof - Amstetten;Magazingebäude;AT;3300;Amstetten;;;IMM NÖ-West (St. Pölten);Moser Johann
8300;1250161;15747;8300/1250161/15747;Lehnenpost XI - Hintergasse;Rotten/Verschubunterkünfte;AT;6751;Braz;;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1169221;15748;8300/1169221/15748;Wagenmeistergebäude Zgf - Wolfurt;Betriebsgebäude;AT;6960;Wolfurt;Senderstraße 8e;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1122831;15762;8300/1122831/15762;Waaghaus - Siebenbrunn/L;Technikgebäude;AT;2283;Siebenbrunn/Leopoldsdorf;Am Bahnhof 6;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1240171;15763;8300/1240171/15763;Haltestellengebäude l.d.B - Eschenau;Haltestellengebäude;AT;5660;Eschenau;;;IMM Salzburg (Salzburg);
8300;1275611;15765;8300/1275611/15765;Aufnahmegebäude prov - Poels;Aufnahmegebäude;AT;8761;Poels;Reifensteinerstraße 61;Pöls (Gf);IMM Steiermark (Graz);Glawogger Wolfgang
8300;1255211;15768;8300/1255211/15768;Blockpostenhütte - Reutte;Stellwerksgebäude;AT;6600;Reutte;;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1140201;15770;8300/1140201/15770;Wagenabsauganlage - Linz Hbf;Technikgebäude;AT;4020;Linz;;;IMM Oberösterreich (Linz);Gross Markus
8300;1240411;15781;8300/1240411/15781;Güterschuppen - Traun;Cargo-Terminal;AT;4050;Traun;;;IMM Oberösterreich (Linz);Burgholzer Franz
8300;1163001;15783;8300/1163001/15783;Garagen Kbl - Wörgl;Garagen und Hallen;AT;6300;Wörgl;Ferndinand-Raimund-Straße 13;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1280411;15784;8300/1280411/15784;KWD Garage - Tregelwang;Garagen und Hallen;AT;8782;Treglwang;Treglwang 118;;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1111501;15786;8300/1111501/15786;SKL Schuppen Bahnmeister - Wien West;Garagen und Hallen;AT;1150;Wien;;;IMM Wien (Wien);
8300;1220131;15793;8300/1220131/15793;Gütermagazin - Böheimkirchen;Magazingebäude;AT;3071;Böheimkirchen;;;IMM NÖ-West (St. Pölten);Fritz Martin
8300;1280672;15797;8300/1280672/15797;Aufnahmegebäude - Paternion Feistritz;Aufnahmegebäude;AT;9710;Paternion Feistritz;Ferndorfer Straße 23;Paternion-Feistritz (in Pf);IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1123401;15798;8300/1123401/15798;AG Nebengebäude - Mödling;Sonstige Gebäude;AT;2340;Mödling;Bahnhofsplatz 10;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1198001;15814;8300/1198001/15814;Kohlenschuppen - Spittal/Drau;Magazingebäude;AT;9800;Spittal/Drau;Südtiroler Platz 1;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1121301;16005;8300/1121301/16005;Bahnmeistergebäude - Mistelbach;Betriebsgebäude;AT;2130;Mistelbach;Bahnstraße 30;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1112001;16006;8300/1112001/16006;Containergebäude - Wien Nordwest;Container-Terminal;AT;1200;Wien;Taborstraße 95;;IMM Wien (Wien);
8300;1112101;16007;8300/1112101/16007;Betriebsgebäude Zgf - Wien Floridsdorf;Betriebsgebäude;AT;1210;Wien;Ruthnergasse 2A;;IMM Wien (Wien);
8300;1163301;16013;8300/1163301/16013;Dienstgebäude - Kufstein;Büro/Verwaltungsgebäude;AT;6330;Kufstein;Karl-Kraft-Straße 4;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1196011;16015;8300/1196011/16015;Dienstgebäude Magazin - Arnoldstein;Büro/Verwaltungsgebäude;AT;9601;Arnoldstein;Bahnhofstraße 6;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1195861;16016;8300/1195861/16016;Betriebsgebäude 1 H3 - Fürnitz;Betriebsgebäude;AT;9586;Fürnitz;Kärntnerstraße 12;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1195861;16017;8300/1195861/16017;Dienstgebäude H11 - Fürnitz;Betriebsgebäude;AT;9586;Fürnitz;;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1170001;16020;8300/1170001/16020;Aufnahmegebäude - Eisenstadt;Aufnahmegebäude;AT;7000;Eisenstadt;Bahnhofplatz 3;Eisenstadt;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1219132;16021;8300/1219132/16021;Aufnahmegebäude - Wolfsthal;Aufnahmegebäude;AT;2412;Wolfsthal;Bahnhofstraße 5;Wolfsthal;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1134301;16023;8300/1134301/16023;BM Werkstätte - Tulln;Werkstatt-Gebäude;AT;3430;Tulln;;;IMM NÖ-West (St. Pölten);Geiger Andreas
8300;1220131;16027;8300/1220131/16027;Haltestellengebäude l.d.B - Dürwien;Haltestellengebäude;AT;3021;Dürrwien;;;IMM NÖ-West (St. Pölten);Fritz Martin
8300;1230631;16031;8300/1230631/16031;Aufnahmegebäude - Eberschwang;Aufnahmegebäude;AT;4906;Eberschwang;Feichtet 21;Eberschwang;IMM Oberösterreich (Linz);Niederer Bruno
8300;1195861;16047;8300/1195861/16047;Aufnahmegebäude H12 - Fürnitz;Aufnahmegebäude;AT;9586;Fürnitz;Kärntner Straße 12;Fürnitz;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1134301;16049;8300/1134301/16049;Nahbedienungsstellwerk - Tulln;Stellwerksgebäude;AT;3430;Tulln;;;IMM NÖ-West (St. Pölten);Geiger Andreas
8300;1112201;16050;8300/1112201/16050;Stellwerk 1 - Wien Lobau Hafen;Stellwerksgebäude;AT;1220;Wien;;;IMM Wien (Wien);
8300;1240143;16056;8300/1240143/16056;Stellwerk 2+Übernachtungsgebäude - Ederbauer;Stellwerksgebäude;AT;5204;Ederbauer;Voglhub 21;;IMM Salzburg (Salzburg);Hess Rudolf
8300;1280411;16060;8300/1280411/16060;Mittelstellwerk - Trieben;Stellwerksgebäude;AT;8784;Trieben;;;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1270721;16063;8300/1270721/16063;Stellwerk - Dellach/Drau;Stellwerksgebäude;AT;9772;Dellach/Drau;;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1163301;16068;8300/1163301/16068;Werkstättengebäude - Kufstein;Werkstatt-Gebäude;AT;6330;Kufstein;;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1110201;16074;8300/1110201/16074;Spanplattenlager Signalstrltg - Wien Nord;Magazingebäude;AT;1020;Wien;Innstrasse 18;;IMM Wien (Wien);
8300;1133401;16083;8300/1133401/16083;Verschubunterkunft - Waidhofen/Y;Rotten/Verschubunterkünfte;AT;3340;Waidhofen/Ybbs;Südtirolerplatz 2a;;IMM NÖ-West (St. Pölten);Moser Johann
8300;1220551;16086;8300/1220551/16086;Rottenunterkunft - Eichberg;Rotten/Verschubunterkünfte;AT;2640;Eichberg;;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1127341;16087;8300/1127341/16087;Rottenunterkunft - Puchberg/Schneeberg;Rotten/Verschubunterkünfte;AT;2734;Puchberg/Schneeberg;;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1134301;16088;8300/1134301/16088;Verschubunterkunft - Tulln;Rotten/Verschubunterkünfte;AT;3430;Tulln;;;IMM NÖ-West (St. Pölten);Geiger Andreas
8300;1140201;16091;8300/1140201/16091;Betriebsunterkunft West l.d.Bahn - Linz Hbf;Rotten/Verschubunterkünfte;AT;4020;Linz;;;IMM Oberösterreich (Linz);Gross Markus
8300;1140205;16092;8300/1140205/16092;Unterkunft Unionstraße - Linz Hbf;1-2-Familienhaus;AT;4020;Linz;Unionstraße 84;;IMM Oberösterreich (Linz);Moedritscher Annemarie
8300;1150201;16094;8300/1150201/16094;Gebäude f 3 Verschubreserve - Salzburg Gnigl;Rotten/Verschubunterkünfte;AT;5020;Salzburg;;;IMM Salzburg (Salzburg);Hess Rudolf
8300;1260211;16096;8300/1260211/16096;Rottenunterkunft+Relaisraum - Schaftenau;Rotten/Verschubunterkünfte;AT;6322;Schaftenau;;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1112001;16098;8300/1112001/16098;BW Gasmesser Taborstraße - Wien Nordwest;Technikgebäude;AT;1200;Wien;Taborstraße 95;;IMM Wien (Wien);
8300;1140201;16101;8300/1140201/16101;Werkstätte Linz Signalstrltg - Linz;Werkstatt-Gebäude;AT;4020;Linz;Wienerstraße 2a;;IMM Oberösterreich (Linz);Gross Markus
8300;1140201;16102;8300/1140201/16102;Schwerbau Signalstrltg - Linz;Betriebsgebäude;AT;4020;Linz;Wienerstraße 2a;;IMM Oberösterreich (Linz);Gross Markus
8300;1127001;16108;8300/1127001/16108;E Karrenladestelle - Wr. Neustadt;LogistikCenter;AT;2700;Wiener Neustadt;Bahnhofplatz 1;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1112001;16115;8300/1112001/16115;Weichenposten 5 - Wien Nordwest;Stellwerksgebäude;AT;1200;Wien;Taborstraße 95;;IMM Wien (Wien);
8300;1220531;16118;8300/1220531/16118;Trafik - Pfaffstätten;Sonstige Gebäude;AT;2511;Pfaffstätten;;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1143001;16131;8300/1143001/16131;BM Holzlager - St. Valentin;Magazingebäude;AT;4300;St.Valentin;;;IMM NÖ-West (St. Pölten);Moser Johann
8300;1250161;16132;8300/1250161/16132;Lehnenposten VI - Dalaas;Rotten/Verschubunterkünfte;AT;6752;Dalaas;;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1168501;16133;8300/1168501/16133;Fahrradunterstand - Hatlerdorf;Sonstige Gebäude;AT;6850;Hatlerdorf;;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1260173;16137;8300/1260173/16137;Rottenunterkunft + Radständer Sulz - Röthis;Rotten/Verschubunterkünfte;AT;6832;Sulz Röthis;;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1189901;16146;8300/1189901/16146;Lawinenposten 4 - Bad Aussee;Stellwerksgebäude;AT;8990;Bad Aussee;;;IMM Salzburg (Salzburg);Hess Rudolf
8300;1198001;16148;8300/1198001/16148;Magazinsgebäude - Spittal/Drau;Magazingebäude;AT;9800;Spittal a.d. Drau;Südtirolerplatz 6a;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1183501;16167;8300/1183501/16167;PKW Unterstand Zgf - Fehring;Garagen und Hallen;AT;8350;Fehring;;;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1198001;16171;8300/1198001/16171;Loklangschuppen Zgf - Spittal/Drau;Garagen und Hallen;AT;9800;Spittal/Drau;Südtiroler Platz 1;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1196011;16176;8300/1196011/16176;Güterschuppen - Arnoldstein;Magazingebäude;AT;9601;Arnoldstein;Bahnhofstraße 6;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1163301;16177;8300/1163301/16177;Garagen Kbl - Kufstein;Garagen und Hallen;AT;6330;Kufstein;Karl-Kraft-Straße 4;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1220551;16187;8300/1220551/16187;Lagergeb eh Magazin - Semmering;Cargo-Terminal;AT;2680;Semmering;;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1240141;16190;8300/1240141/16190;Gütermagazin - Vöcklamarkt;Cargo-Terminal;AT;4870;Vöcklamarkt;;;IMM Oberösterreich (Linz);Schnaitter Anton
8300;1140201;16194;8300/1140201/16194;Dienstgebäude HAZ+ELM - Linz Hbf;Büro/Verwaltungsgebäude;AT;4020;Linz;Wienerstraße 2b;;IMM Oberösterreich (Linz);Gross Markus
